job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,cp.entity_embedder.regularize_weight,cp.relation_embedder.regularize_weight,cp.entity_embedder.dropout,cp.relation_embedder.dropout,negative_sampling.num_negatives_s,negative_sampling.num_negatives_o,train.loss_arg
38a187ee,wnrr,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2581041370007107,13,b9b9a90b,512.0,Adagrad,0.00791694480558782,1.0,16.0,uniform_,0.12971620601896003,-0.0347971011799294,,False,8.921869408823607e-10,1.679655647927404e-06,0.39616478234529495,-0.23370554111897945,[],[],5.351310987025499
38a187ee,wnrr,cp,1,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.0075292354676781,20,3255abaf,128.0,Adam,0.074615134281065,10.0,256.0,normal_,0.0009081479854409826,-0.5207834789526369,lp,True,2.0866193727464105e-14,1.3435890178128604e-16,-0.11014353018254042,0.28705030493438244,[],[],2.8850591368973255
38a187ee,wnrr,cp,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.3557765409988876,21,75894796,512.0,Adagrad,0.0004222913785430221,0.0,128.0,normal_,0.3628765636383181,-0.38695085573093035,lp,True,3.2528998380655437e-20,6.133602113160367e-15,0.017043789848685265,-0.055393535643815994,[],[],6.993136610835791
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.0113019081975726,18,57470fac,128.0,Adam,0.147472324484403,8.0,16.0,xavier_uniform_,0.0007375528358843556,-0.9325088576300722,lp,False,1.8665872834054065e-06,4.797406694384094e-06,-0.4883675994351506,0.4864238426089287,[],[],4.458601679652929
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.0023122426311515,23,8656297f,1024.0,Adam,0.006068060310637754,7.0,512.0,xavier_uniform_,0.008989902468944105,-0.7471688108345214,,False,7.42536444474787e-12,6.349267569402297e-11,-0.24331149365752935,-0.47867042664438486,[],[],0.6011820305138826
38a187ee,wnrr,cp,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0248086284318092,25,3269b2dc,256.0,Adagrad,0.03674288635288361,4.0,32.0,xavier_normal_,4.6003362618042886e-05,-0.19898822706605301,lp,True,1.409998644795365e-07,7.95114019183807e-20,0.27760282531380653,0.0317710367962718,[],[],8.057587193325162
38a187ee,wnrr,cp,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0101984177440424,22,948e8d2e,512.0,Adam,0.2792511582393419,3.0,32.0,xavier_uniform_,0.00014591274009680878,-0.06826162204584107,lp,False,8.115492228079469e-05,0.00014176220942298208,-0.43203514255583286,-0.35069855116307735,[],[],6.630799118429422
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0052912447432113,27,a553255c,128.0,Adagrad,0.0007980002437624489,6.0,512.0,uniform_,0.005752655077024884,-0.6125364717091992,lp,True,1.8135734471220647e-19,1.1516007380273805e-14,0.09278160613030195,0.16966831497848034,[],[],4.086040798574686
38a187ee,wnrr,reciprocal_relations_model,1,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.0177934567395526,28,12d3d263,1024.0,Adagrad,0.01939428352076008,10.0,32.0,normal_,0.000231150817126529,-0.801523198513072,lp,True,2.5765327891282294e-08,1.6611948807263577e-19,0.3302693823352456,-0.1772919436916709,[],[],0.8536211494356394
38a187ee,wnrr,cp,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0327499002395056,26,cff18add,256.0,Adam,0.003209548979484602,2.0,128.0,xavier_uniform_,0.5574025898508653,-0.25205850884404035,,False,1.749250403747729e-13,2.000283153323625e-09,-0.1790444366633892,0.37419137824326754,[],[],8.320249700918794
38a187ee,wnrr,cp,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0005287715063805,24,fb91736f,1024.0,Adagrad,0.5665211469987805,9.0,128.0,normal_,0.0029171141472166292,-0.6517581727872974,lp,False,5.4401130510589845e-17,0.0006064659163480548,0.20989213790744543,-0.09609056357294321,[],[],1.8020873982459307
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0107807292699342,30,f8a87de5,256.0,Adam,0.0010421654012433602,0.0,16.0,xavier_uniform_,0.08382625296126488,-0.16967752911970013,lp,True,0.015215183589742054,7.47261543861474e-13,-0.3003262486308813,0.41481617372483015,[],[],9.337151618674397
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0177143602364929,31,85afeac1,512.0,Adam,0.10965154814009033,5.0,256.0,uniform_,1.0217491396626957e-05,-0.4787935935586132,lp,True,9.738424093360217e-16,1.784276788420849e-17,-0.06125161796808243,-0.4228060431778431,[],[],5.714106988161802
38a187ee,wnrr,cp,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0202802370155651,32,57a66de2,128.0,Adagrad,0.011610881638777666,7.0,64.0,normal_,0.036982071458846195,-0.9654537392234057,,False,8.230648977078117e-11,1.4804155453879403e-08,0.4647138388827443,0.11946135014295578,[],[],3.2571629993617535
38a187ee,wnrr,cp,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0195367620740977,34,7baa7e3d,1024.0,Adam,0.023106137720012333,0.0,128.0,xavier_uniform_,0.0765708733457771,-0.12775691294343205,lp,True,1.1717927130040363e-15,2.9267235967987483e-07,0.38135422486811876,0.1332999812439084,[],[],8.476240132004023
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0101814867244712,35,9c83ff36,256.0,Adagrad,0.0022992475883243306,9.0,32.0,normal_,0.001542387593804987,-0.6758159007272404,lp,False,5.188141292673746e-11,3.526286581506842e-16,-0.09755312651395798,-0.31530679669231176,[],[],1.009559128433466
38a187ee,wnrr,reciprocal_relations_model,1,search,negative_sampling,valid,190,,,,mean_reciprocal_rank_filtered_with_test,0.2537837974633837,29,db2ac5c9,512.0,Adagrad,0.3320109691225495,6.0,512.0,uniform_,0.040274993862185846,-0.9882298609075788,lp,False,8.816021871696148e-17,1.7744241899826468e-11,-0.35823417268693447,0.33879965357482433,[],[],3.929473990574479
38a187ee,wnrr,cp,1,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0079832498227284,37,4caccab3,128.0,Adam,0.0005728411458149808,5.0,64.0,xavier_normal_,1.9007096785680717e-05,-0.4425493093589973,,True,0.011858990927764827,0.014425081394280488,0.13642024900764227,-0.14092363975942135,[],[],6.474294299259782
38a187ee,wnrr,cp,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0003350764100458,38,59317d11,512.0,Adagrad,0.08106137916562829,6.0,64.0,xavier_normal_,0.0036932683152577643,-0.590176175808357,lp,True,7.856309711241618e-09,3.9744639639381983e-10,-0.22855814918875694,0.3877253457903862,[],[],3.7256343383342028
38a187ee,wnrr,reciprocal_relations_model,1,search,negative_sampling,valid,380,,,,mean_reciprocal_rank_filtered_with_test,0.3703844627425634,16,bb6edb80,128.0,Adam,0.014281607635070307,3.0,256.0,xavier_normal_,0.00011167376064508319,-0.10406724838620984,lp,False,4.35190192282513e-13,3.2951911532847457e-20,0.2650696346536279,-0.06997628882527351,[],[],6.182487728074193
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0197000333802355,39,132e0431,1024.0,Adam,0.4196605335134103,2.0,16.0,xavier_uniform_,0.8832461060967882,-0.2943949508036393,lp,False,3.332732164776058e-05,1.9012206626660245e-15,0.0023133335635066032,0.0933470455929637,[],[],8.868027608841658
38a187ee,wnrr,cp,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0552628177046854,41,7ddf1cb3,256.0,Adagrad,0.0012793002591855512,9.0,256.0,uniform_,0.00030384555132009886,-0.777026812713882,,True,5.578983666695805e-19,2.3411743528494314e-05,-0.4758115205913782,-0.39571518544107676,[],[],1.3330635242164135
38a187ee,wnrr,cp,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.016752212866404,40,a5056864,512.0,Adam,0.009718276572609964,8.0,256.0,xavier_uniform_,0.00039260113876852555,-0.8960534577524848,lp,False,2.423461932376511e-12,9.52783280166177e-19,0.31359725072979927,0.20570111088454723,[],[],2.728569218888879
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0026658148693268,43,6d7f8ed9,128.0,Adagrad,0.05527215629998162,1.0,16.0,xavier_normal_,0.3290175942392317,-0.40951586173713206,lp,True,3.4106161644585527e-07,7.626149598247683e-10,-0.16062517371028662,-0.27345009706914425,[],[],5.194730469956994
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0167798348453851,42,a53de1b3,1024.0,Adagrad,0.0018809415394152654,4.0,512.0,normal_,8.591296309530851e-05,-0.2233233541114069,,True,1.316259782382257e-20,4.7893262909794884e-05,-0.4153248639777303,0.25019380915910006,[],[],9.755270350724459
38a187ee,wnrr,cp,1,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0189368185748689,45,9069b9a3,256.0,Adam,0.6157730478394358,7.0,64.0,xavier_uniform_,0.009745330854697117,-0.7055255937636644,lp,False,6.097120049300847e-06,6.117174627938937e-14,0.07440049014985561,-0.19782562460750341,[],[],2.2109984047710896
38a187ee,wnrr,cp,0,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0090707849340369,46,808b0557,1024.0,Adagrad,0.004355973900480124,4.0,32.0,uniform_,2.4802012381982752e-05,-0.3232822383514605,lp,False,1.1370702184280123e-09,2.852506569217056e-18,-0.04451462905853987,0.46079770009964705,[],[],7.588540073484182
38a187ee,wnrr,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3559685382076055,33,07d584b8,256.0,Adam,0.043685090374739166,5.0,512.0,xavier_normal_,0.015193787147423341,-0.8728685240051522,lp,True,1.2927636602663325e-14,3.5695467400135085e-08,0.4462297186255455,-0.028790839947760105,[],[],0.13208245858550072
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.007238824350235,47,704668d6,512.0,Adam,0.0003025169738463149,10.0,16.0,xavier_uniform_,0.0012016949716139654,-0.5568078540144674,,True,0.0010953005598110012,0.001957737568299335,0.19311700202524662,0.0051683709025382996,[],[],4.926997320726514
38a187ee,wnrr,cp,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0404210804164134,48,4ea61f28,128.0,Adagrad,0.17569589851391423,1.0,128.0,xavier_normal_,0.20404304185170238,-0.012655554000548963,lp,False,4.120694523609712e-18,1.530313500235206e-13,-0.28188027534633875,-0.4530443139374256,[],[],7.461594240739942
38a187ee,wnrr,cp,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0111476719654462,50,28a8e15f,512.0,Adagrad,0.5004042870934144,4.0,512.0,normal_,0.005418629648474983,-0.9168475445840694,,True,0.050469319240194946,3.979909778542044e-17,0.4763899967074394,-0.3663039533421397,[],[],7.0511803682893515
38a187ee,wnrr,reciprocal_relations_model,0,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0013630058550095,51,7a0fc639,128.0,Adam,0.0009234476830356065,7.0,32.0,uniform_,0.0001566317227499308,-0.4023556497148424,lp,False,3.556722522032095e-16,5.11387222582916e-07,-0.002653243951499462,0.18527365569025278,[],[],4.595833783969283
38a187ee,wnrr,reciprocal_relations_model,1,search,negative_sampling,valid,215,,,,mean_reciprocal_rank_filtered_with_test,0.2882302773965371,49,560a27aa,1024.0,Adam,0.1236788357952374,9.0,128.0,xavier_normal_,0.6297308153361383,-0.21483553640874098,lp,False,1.9385018533360443e-10,0.03257082184098149,-0.26516555342823267,-0.16165881790220737,[],[],0.34779418259859085
38a187ee,wnrr,cp,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0033314848857721,52,49d7cd27,256.0,Adagrad,0.01316528910135205,0.0,32.0,xavier_uniform_,0.00020709751070397604,-0.7315838058719039,lp,True,4.520578539388281e-15,2.5877579016458066e-12,0.22938061691820621,0.3585581947118044,[],[],7.881251461803913
38a187ee,wnrr,cp,0,search,negative_sampling,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.0265610027879024,54,147c9ed6,1024.0,Adam,0.24445511803449382,10.0,16.0,uniform_,0.10717054890531573,-0.36365250013543293,,True,2.34907244811156e-18,6.830581664955724e-20,-0.13607923593372107,-0.11169612407684326,[],[],1.9969460368156433
